"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","zipcode","yr_old","renovated_status"
"368",338,4,NA,2090,7500,1,0,0,3,7,1370,720,98056,35,0
"369",280,3,2,1430,7222,NA,0,0,3,7,1430,0,98056,28,0
"370",315,4,2,2180,10754,1,0,0,NA,7,1100,1080,98133,67,0
"371",530,4,2,2180,10754,1,0,0,5,7,1100,1080,98133,67,0
"372",380,5,3,3450,9914,2,0,0,3,9,3450,0,98023,17,0
"373",297,3,2,1450,7562,2,0,0,3,7,1450,0,98056,27,NA
"374",730,4,2,3230,7331,2,0,0,3,10,3230,0,98075,17,0
"375",450,3,2,1640,13500,1,0,0,3,7,1110,530,98125,81,0
"376",275,3,3,1590,7750,1,0,0,3,7,1060,530,98038,24,0
"377",595,4,2,2020,2849,2,0,0,3,7,2020,0,98115,61,0
"378",435,3,2,1300,3348,2,0,0,3,7,1300,0,98144,117,1
"379",270,2,2,1380,209959,1,0,0,1,6,1380,0,98011,67,0
"380",950,3,3,4040,14338,2,0,0,3,10,3030,1010,98077,35,0
"381",389,4,2,2130,5337,2,0,0,3,7,2130,0,98019,20,0
"382",560,4,2,2550,7800,1,0,0,3,8,1580,970,98052,53,0
"383",1350,5,4,4800,NA,2,0,2,3,11,3480,1320,98006,23,0
"384",799,4,2,2510,11585,2,0,NA,4,8,2510,0,98040,52,0
"385",365.5,3,2,1410,9600,1,0,0,4,7,1410,0,98072,38,0
"386",252.35,3,2,1650,7352,1,0,0,3,7,1160,490,98058,42,0
"387",403.95,4,2,2120,13780,2,NA,0,3,8,2120,0,98146,28,0
"388",385,4,2,2040,10726,1,0,0,3,7,1380,660,98177,67,0
"389",345,4,1,1550,7620,2,0,0,3,7,1550,0,98106,64,0
"390",490,3,3,1980,3128,2,0,0,4,9,NA,0,98008,42,0
"391",330,3,2,1600,26977,2,0,0,3,8,1600,0,98019,16,0
"392",927,4,3,3300,12090,2,0,0,3,8,3300,0,98004,68,0
"393",1118,4,2,3840,16619,2,0,1,4,NA,3840,0,98040,38,0
"394",330,2,1,1220,10000,1,0,0,5,7,1220,0,98028,71,0
"395",530,5,2,2720,8800,1,0,0,4,7,1500,1220,98008,63,0
"396",365,4,2,1940,25600,1,0,0,1,8,1940,0,98006,59,0
"397",378.75,3,2,2160,3000,NA,0,0,3,7,1260,900,98118,112,1
"398",269.9,4,2,1530,8750,2,0,0,4,7,1530,0,98058,53,0
"399",557,3,4,1710,2096,2,0,0,3,8,1290,420,98122,13,0
"400",360,4,2,3730,16980,1,0,0,4,7,2150,1580,98022,47,0
"401",352,2,1,940,5000,1,0,0,4,7,940,0,98117,84,0
"402",437,3,2,1750,22357,2,0,0,3,8,1750,0,98045,27,0
"403",322.5,4,2,1820,6753,NA,0,0,3,7,1820,0,98038,27,0
"404",650,3,3,1510,2000,2,0,0,3,9,1330,180,98116,20,0
"405",450,3,2,1290,1213,3,0,0,3,8,1290,0,98103,20,0
"406",278.5,3,2,1570,5250,1,0,0,3,7,1570,0,98092,23,0
"407",364.95,4,2,1930,6957,2,0,0,3,8,1930,0,98055,26,0
"408",840,4,4,2840,40139,1,0,4,4,10,2840,0,98038,35,0
"409",268,3,2,1550,8134,NA,0,0,3,7,1550,0,98031,30,0
"410",517.534,2,1,833,143947,1,0,0,3,5,833,0,98070,15,0
"411",632.925,3,2,2990,32239,2,0,0,4,8,2990,0,98077,43,0
"412",577.5,3,2,2000,7251,2,0,0,3,NA,2000,0,98034,26,0
"413",339,4,2,2390,7480,2,0,2,3,7,2390,0,98178,101,0
"414",570,3,2,2910,37461,1,NA,0,4,7,1530,1380,98052,54,0
"415",563.5,4,2,NA,174240,1,0,0,3,7,1610,475,98024,57,0
"416",423,4,2,2200,9351,1,0,0,5,7,1290,NA,98133,59,0
"417",355,3,2,1860,5028,2,0,0,3,8,1860,0,98019,9,0
"418",1550,5,4,6070,171626,2,0,0,3,12,6070,0,98024,22,0
"419",482,2,1,950,3960,1,NA,0,3,7,950,0,98103,80,0
"420",625,3,2,1600,9135,1,0,0,5,7,1600,0,98006,66,0
"421",538,3,2,2250,11632,2,0,0,3,8,2250,0,98056,33,0
"422",380,3,2,2280,10255,2,0,0,4,8,2280,0,98058,36,NA
"423",375,2,1,940,5120,1,0,0,3,7,940,0,98122,112,0
"424",245,3,2,1530,8500,1,0,0,5,7,1030,500,98038,25,0
"425",310,5,2,2190,27260,1,0,0,4,7,2190,0,98166,74,1
"426",1300,3,2,2350,NA,1,0,0,4,8,1770,580,98004,45,0
"427",397,4,2,1440,7680,1,0,0,3,7,1200,240,98034,50,0
"428",365,3,2,2200,4052,2,0,0,3,8,2200,0,98058,16,0
"429",328.5,4,3,2290,8250,2,0,0,3,9,2290,0,98042,31,0
"430",988,4,3,4040,19700,2,0,0,3,11,4040,0,98052,34,0
"431",1000,4,2,2610,3277,NA,0,0,5,8,1920,690,98103,99,0
"432",237,3,2,1490,2138,2,0,0,3,7,1490,0,98055,16,0
"433",525,4,2,2450,5280,2,0,0,3,8,2450,0,98011,18,0
"434",749,4,2,1710,9627,1,0,0,3,9,1440,270,98006,45,NA
"435",722.5,5,2,4870,11800,2,0,0,3,10,3470,1400,98074,38,0
"436",843,3,2,3130,8750,2,0,0,3,10,3130,0,98052,30,0
"437",438,2,2,1270,1372,3,0,0,3,8,1270,0,98115,21,0
"438",578,3,2,2120,10875,1,0,2,3,8,1540,580,98146,44,0
"439",227.95,3,2,1670,8230,1,0,0,5,7,1670,NA,98001,67,0
"440",196,3,2,2070,11576,2,0,0,3,7,NA,0,98001,47,0
"441",641,2,1,1420,5332,1,0,0,3,8,1070,350,98105,68,0
"442",350,3,2,1250,219978,1,0,0,4,6,1250,0,98038,41,0
"443",205,3,1,940,7980,1,0,0,4,7,940,0,98032,61,0
"444",400,3,2,1920,9102,1,0,0,3,7,1920,0,98072,NA,0
"445",1030,3,2,3545,9816,1,0,0,3,10,2610,935,98027,16,0
"446",505,3,2,1260,5460,1,0,0,3,7,1260,0,98034,49,0
"447",475,5,2,2340,7200,1,0,NA,3,7,1300,1040,98034,46,0
"448",520,3,2,2590,9263,1,0,0,NA,8,1440,1150,98028,44,0
"449",1450,3,4,3970,24920,2,0,2,3,10,3260,710,98034,44,1
"450",333.5,3,2,1220,9732,1,0,0,3,7,1220,0,98011,56,0
"451",232,3,1,1400,10403,1,0,0,4,6,1400,0,98038,45,0
"452",691.1,3,3,2360,16117,1,0,0,4,8,1710,650,98006,38,0
"453",811,3,2,1870,9897,1,0,0,4,8,1870,0,98040,61,0
"454",551,3,2,2830,5802,2,0,0,3,NA,2830,0,98028,20,0
"455",496.5,3,2,2260,3640,2,0,0,3,8,2260,0,98072,27,0
"456",705,3,3,1970,20978,2,1,3,4,9,1770,200,98070,41,0
"457",578,4,2,3140,9225,1,0,2,5,9,1770,NA,98055,55,0
"458",255,3,2,1240,8659,1,0,0,5,7,1240,0,98042,35,0
"459",1050,4,NA,3450,7832,2,0,0,3,10,3450,0,98006,14,0
"460",348,3,2,2570,8491,2,0,0,4,8,2570,0,98042,32,0
"461",230,3,2,1510,3413,2,0,0,3,7,1510,0,98031,36,0
"462",359.5,4,2,2390,11250,2,0,0,3,9,2390,0,98023,33,0
"463",330,3,1,980,7000,1,0,0,3,6,980,0,NA,68,0
"464",80,1,1,430,5050,1,0,0,2,4,430,0,98014,109,0
"465",465,3,2,1480,6360,1,0,0,3,7,1480,0,98133,67,0
"466",325,4,2,1850,7324,2,0,0,3,8,1850,0,98042,24,0
"467",340.5,NA,2,2270,28025,1,0,0,4,7,1920,350,98168,74,0
"468",342.5,3,2,1810,5192,2,0,0,3,8,1810,0,98038,28,0
"469",290.9,2,2,1610,NA,2,0,0,3,6,1610,0,98178,91,1
"470",868.7,3,4,NA,6161,2,0,0,3,10,3840,0,98074,21,0
"471",1199,4,3,4110,8400,2,0,1,3,9,3130,980,98125,NA,1
"472",1150,4,3,4190,10259,2,0,0,3,11,3150,1040,98074,21,0
"473",859.9,4,3,3390,6298,2,0,0,3,9,3390,0,98074,10,0
"474",520,4,2,1890,3006,2,0,0,3,7,1890,0,98029,18,0
"475",460,3,2,1610,2527,2,0,2,3,9,1080,530,98118,16,0
"476",438.924,3,2,1050,4590,1,0,0,3,NA,850,200,98115,72,0
"477",315,2,1,630,6550,1,0,0,3,5,630,0,98126,103,0
"478",590,4,3,2910,10650,1,0,NA,3,8,1780,1130,98033,46,0
"479",378.5,4,2,1700,8640,1,0,0,3,7,850,850,98006,66,0
"480",328.5,3,2,1950,8130,2,0,0,4,9,1950,0,98042,31,0
"481",849.95,3,3,2990,9773,2,0,0,4,8,2990,0,98005,48,0
"482",525,3,2,1350,6000,1,0,2,3,7,900,450,98136,71,0
"483",1385,4,3,4860,181319,2,0,0,3,NA,4860,0,98074,28,0
"484",295,4,2,2160,7725,1,0,0,4,8,1460,700,98023,43,0
"485",1067,6,4,4860,11793,2,0,0,3,11,3860,1000,98006,23,0
"486",207.95,2,2,890,5000,1,0,0,3,6,890,0,98118,104,0
"487",699.9,4,3,2810,7302,2,0,0,3,NA,2810,0,98075,19,0
"488",1280,5,2,3400,9500,2,0,1,NA,8,3400,0,98027,44,0
"489",452,4,2,1580,7350,1,0,0,4,7,960,620,98052,58,0
"490",370,3,2,1680,5036,1,0,1,4,7,1680,0,98055,34,0
"491",232,3,2,1300,11230,1,0,0,5,7,1300,0,98042,53,0
"492",669.95,5,2,2820,14062,2,0,0,4,7,2380,440,98034,61,0
"493",397.5,3,2,1510,6710,1,0,0,3,7,1070,440,98034,49,0
"494",490,2,2,1230,NA,2,0,0,3,8,870,360,98112,17,0
"495",725,4,2,2110,4140,2,0,0,3,9,1710,400,98116,96,1
"496",299,3,3,3080,19635,1,0,2,4,7,1610,1470,98032,63,0
"497",625,2,2,1490,5750,2,0,0,4,7,1190,300,98116,121,0
"498",437.5,3,2,2120,4500,2,0,0,3,7,2120,0,98065,21,0
"499",650,4,2,3180,5438,2,0,0,3,9,3180,0,98065,18,0
"500",475,2,1,1490,3825,1,0,0,3,7,860,630,98117,92,0
"501",342,3,2,1930,11947,1,0,0,4,8,1930,0,98042,55,0
"502",1197.35,4,2,2770,7800,2,0,0,3,10,2770,0,98033,22,0
"503",280,3,2,1670,11610,1,0,0,4,7,1670,0,98055,58,0
"504",240,2,2,1330,7200,1,0,0,3,7,1330,0,98188,28,0
"505",529,3,1,1210,3328,NA,0,0,4,7,1210,0,98107,97,0
"506",442,3,1,1190,5100,1,0,0,4,7,1030,160,98136,80,0
"507",615,2,1,1540,6872,1,0,0,4,7,820,720,98119,75,0
"508",1485,4,4,4030,10800,2,0,0,3,10,4030,0,98033,15,0
"509",585,4,2,2430,7559,1,0,0,4,8,1580,850,98052,40,NA
"510",480,4,2,2600,7787,2,0,0,3,8,2600,0,98059,16,0
"511",1095,5,4,4410,57063,2,0,0,4,9,4410,0,98053,31,0
"512",290,4,1,1330,8184,2,0,0,3,7,1330,0,98133,72,0
"513",615,3,2,1900,5000,1,0,0,5,7,950,950,98116,70,0
"514",300,2,1,1100,7680,1,0,0,4,7,1100,0,98133,71,0
"515",308,3,1,1980,39150,2,0,0,3,6,1580,400,98030,89,0
"516",750,3,2,2400,7745,2,0,0,3,9,2400,0,98033,20,0
"517",2250,4,2,4760,8036,2,0,0,5,9,3390,1370,98112,105,0
"518",890,4,3,3180,194278,2,0,0,3,10,3180,0,98059,16,0
"519",288,3,1,1190,7560,1,0,0,5,6,1190,0,98058,63,0
"520",190,2,1,NA,6000,1,0,0,3,6,630,0,98178,78,1
"521",515,5,3,2530,5105,1,0,0,3,8,1520,1010,98133,16,0
"522",235,4,2,1690,11054,1,0,0,4,5,1690,0,98055,91,0
"523",275,2,1,940,5000,1,0,0,3,6,940,0,98126,70,0
"524",727.5,2,2,1240,9119,1,0,0,4,7,1240,0,98004,69,0
"525",650,4,2,3040,6587,2,0,0,3,7,3040,0,98053,18,0
"526",1600,6,5,6050,230652,2,0,3,3,11,6050,0,98024,20,0
"527",365,4,1,1590,7085,2,0,0,3,6,1590,0,98125,77,0
"528",662,3,2,2500,36947,1,0,0,3,9,2500,0,98052,37,0
"529",270.5,3,2,1780,7848,1,0,0,3,7,1320,460,98038,43,0
"530",200,2,2,1360,1898,2,0,0,3,7,1360,0,98092,43,0
"531",970,4,3,4740,76230,2,0,NA,3,10,4740,0,98075,34,0
"532",160,3,2,1010,9600,1,0,0,4,7,1010,0,98198,59,0
"533",204,3,1,1040,7405,1,0,0,4,6,1040,0,98010,50,0
"534",358,3,2,1610,6655,2,0,0,4,7,1610,0,98058,36,0
"535",452,4,2,1570,8268,1,0,0,3,7,1570,0,98011,42,0
"536",595,2,2,1510,4000,1,0,0,NA,7,1010,500,98103,121,0
"537",249,3,2,1360,6082,1,0,0,3,7,1360,0,98042,27,0
"538",346.9,4,2,1970,5106,2,0,0,3,8,1970,0,98055,22,0
"539",2125,3,2,5403,24069,2,1,NA,4,12,5403,0,98166,45,0
"540",280,4,2,1560,4350,2,0,0,3,7,1560,0,98056,18,0
"541",318.888,4,2,2320,12000,1,0,0,4,8,2270,50,98032,48,0
"542",530,3,2,2120,40518,1,0,0,3,8,2120,0,98075,54,0
"543",375,3,2,NA,18500,2,0,0,4,8,2120,0,98031,38,0
"544",910,4,2,3350,29242,2,0,0,3,11,3350,0,98052,33,0
"545",782,4,2,2380,9614,2,0,0,4,10,2380,0,98006,30,0
"546",259.95,2,2,1070,649,2,0,0,3,9,720,350,98106,13,0
"547",315,4,3,2300,18360,1,0,0,4,7,1560,740,98058,42,0
"548",215,2,1,1320,8865,1,0,NA,4,6,1320,0,98168,78,0
"549",705,3,2,2180,10221,1,0,2,4,7,1140,1040,98040,75,0
"550",1450,3,3,4380,6320,2,0,3,5,10,3580,800,98199,69,0
"551",451,3,2,1790,9813,2,0,0,3,7,1790,0,98155,72,0
"552",261,2,1,750,8125,1,0,0,4,6,750,0,98055,78,0
"553",396,3,2,1300,8280,1,0,0,5,7,1300,0,98028,65,0
"554",725,4,2,2990,29170,2,0,3,3,9,2990,0,98059,22,0
"555",1950,7,4,4640,15235,2,0,1,3,11,2860,1780,98040,56,1
"556",238,4,1,1400,7242,2,NA,0,3,7,1400,0,98188,62,0
"557",750,6,2,2750,9563,2,0,0,4,8,2750,0,98052,48,NA
"558",331.5,4,2,2050,10271,2,0,0,3,7,2050,0,98042,23,0
"559",460,4,3,2230,108900,1,0,0,3,7,1410,820,98065,43,0
"560",404.95,4,2,2340,217014,1,0,0,4,8,2340,0,98092,39,0
"561",880,3,2,2870,5163,2,0,0,3,9,2870,0,98103,7,0
"562",863,4,2,4120,22370,2,0,0,3,10,4120,0,98074,24,0
"563",638.7,3,2,2080,9162,1,0,0,3,7,1370,710,98005,61,0
"564",435,3,2,1840,5680,2,0,0,3,7,1840,0,98053,13,0
"565",260,3,1,1180,5350,2,0,0,4,6,1180,0,98178,62,0
"566",671.5,5,3,2160,NA,2,0,0,5,7,1530,630,98105,94,0
"567",610,3,1,1180,3400,2,0,0,3,8,1180,0,98109,114,0
"568",405,2,1,1160,15029,1,0,0,4,6,870,290,98014,84,0
"569",338.9,4,2,1830,5612,2,0,0,3,7,1830,0,98038,18,0
"570",720,4,4,3200,7708,2,0,0,3,10,3200,0,98075,17,0
"571",442,5,3,2560,5445,2,0,0,4,7,1760,800,98108,94,0
"572",650,5,3,2550,5040,2,0,0,5,8,2550,0,98122,119,0
"573",263.5,3,2,NA,9917,1,0,0,3,7,1040,290,98058,40,0
"574",300,2,1,1220,75794,1,0,0,4,7,1220,0,98038,58,0
"575",266,3,2,1805,3402,2,0,0,3,7,1805,0,98002,12,0
"576",930,4,4,6050,84942,2,0,2,3,NA,4150,1900,98077,12,0
"577",530,4,2,2320,5493,2,0,0,3,8,2320,0,98028,17,0
"578",180,3,1,1384,8960,1,0,0,4,6,1384,0,98023,56,0
"579",619,3,2,2720,6439,2,0,0,3,9,2720,0,98065,16,0
"580",264,3,2,1820,10608,1,0,0,4,7,1820,0,98003,59,0
"581",730,2,2,2130,4920,2,0,4,4,7,1530,600,98116,80,NA
"582",439,4,NA,2060,10070,2,0,0,3,7,2060,0,98034,46,0
"583",268.5,4,2,1420,7500,1,0,0,4,7,1080,340,98031,40,0
"584",330,3,2,1510,15744,1,0,0,3,7,1510,0,98045,36,0
"585",640,3,2,2160,4000,NA,0,0,3,8,1960,200,98122,118,1
"586",900,3,2,NA,12600,2,0,0,4,11,3180,0,98074,43,0
"587",370,3,2,2110,13300,2,0,0,4,8,2110,0,98038,36,0
"588",685,3,2,2060,2900,2,0,0,5,8,1330,730,98144,90,0
"589",505,3,2,1830,NA,1,0,0,3,7,1010,820,98053,40,0
"590",265,3,2,1820,32666,1,0,0,4,NA,1820,0,98022,55,0
"591",290,3,2,1610,2937,2,0,0,3,8,1610,0,98055,15,0
"592",296,4,2,1780,3600,2,0,0,3,7,1780,0,98038,15,0
"593",360,NA,2,1840,9611,2,0,0,3,7,1840,0,98178,25,0
"594",240.5,3,2,1460,10584,1,0,NA,3,7,990,470,98168,24,0
"595",372.5,2,2,1400,2958,2,0,0,3,NA,1400,0,98126,14,0
"596",595,3,NA,3370,14402,2,0,2,3,9,3370,0,98045,17,0
"597",515,4,3,3590,8249,2,0,0,3,9,3590,0,98023,24,0
"598",1220,4,2,3200,15367,2,0,0,4,9,3200,0,98040,59,0
"599",507,2,2,1670,6460,1,0,0,3,8,1670,0,98053,17,0
"600",399.95,4,2,NA,31465,1,0,0,3,9,2420,0,98092,37,0
"601",185,3,2,1430,10816,2,0,0,3,7,1430,0,98010,27,0
"602",460,3,2,1440,7070,1,0,0,3,7,1440,0,98052,41,0
"603",435.5,3,2,1450,4789,2,0,0,3,7,1450,0,98029,36,0
"604",469,4,3,3550,13938,1,0,0,5,8,2100,1450,98188,55,0
"605",531,2,3,1270,1175,2,0,0,3,8,1110,160,98103,21,0
"606",443.5,2,1,940,6804,1,0,0,3,7,940,0,98177,72,0
"607",223,3,2,1670,6824,1,0,0,3,7,1300,370,98042,31,0
"608",590,4,4,3100,15842,2,0,0,3,8,2400,700,98028,25,0
"609",340,2,2,1100,1760,3,0,0,3,7,1100,0,98103,24,0
"610",650,3,2,1870,3388,1,0,0,4,8,1230,640,98199,96,0
"611",533.6,3,2,1930,5080,2,0,0,4,8,1930,0,98029,31,0
"612",695,3,3,2540,4694,2,0,0,3,9,2540,0,98074,16,0
"613",242,3,NA,1280,7524,2,0,0,4,7,1280,0,98031,33,0
"614",425,3,2,1820,8814,1,0,0,3,7,1280,540,98125,54,0
"615",525,3,2,1490,9414,NA,0,0,3,7,1490,0,98052,40,0
"616",485,3,2,1880,5502,2,0,0,3,8,1880,0,98029,33,0
"617",175,3,1,1250,9775,1,0,0,3,7,1250,0,98045,50,0
"618",210,3,2,1440,7210,1,0,0,3,8,1440,0,98092,38,0
"619",260,3,2,1920,7415,2,0,0,3,7,1920,0,98031,32,0
"620",577,3,2,2060,5750,1,0,0,3,7,1330,730,98116,45,0
"621",200,3,2,1210,10588,1,0,0,4,7,1210,0,98002,63,0
"622",605,2,2,1760,5000,1,0,0,4,7,940,820,98117,94,0
"623",325,3,1,990,6750,1,0,0,4,6,990,0,98133,74,0
"624",289.5,3,1,960,6400,1,0,0,4,6,820,140,98178,77,0
"625",559.95,3,2,1660,1458,3,0,0,3,9,1660,0,98144,7,0
"626",1042.5,3,2,1900,9375,1,0,1,4,8,1330,570,98115,80,0
"627",543.5,3,2,1270,2790,1,0,0,3,7,990,280,98199,51,0
"628",480,4,2,NA,34293,2,0,0,4,9,3250,0,98042,38,0
"629",218,3,1,960,9633,1,0,0,5,6,960,0,98022,39,0
"630",565,2,2,1330,6000,1,0,0,NA,7,960,370,98199,107,1
"631",426.7,3,2,2080,NA,1,0,0,5,7,1600,480,98056,53,0
"632",650,3,2,2690,11575,1,0,3,3,NA,2130,560,98028,64,0
"633",542,2,1,890,3060,1,0,0,3,7,770,120,98105,111,0
"634",415,NA,2,1070,8000,1,0,0,3,7,1070,0,98052,44,0
"635",214,3,1,1200,8316,1,NA,0,4,6,1200,0,98002,68,0
"636",245,3,2,1360,8910,2,0,0,5,7,1360,0,98188,72,0
"637",314.5,3,2,2050,13303,1,0,0,3,8,2050,0,98003,28,0
"638",1120,3,2,NA,5750,2,0,0,5,9,2000,1000,98116,97,0
"639",378,2,2,1300,3850,1,0,0,3,7,800,500,98136,58,0
"640",305,4,2,2250,9091,1,0,0,3,7,1340,910,98001,39,0
"641",595,5,3,3740,6750,1,0,0,4,8,1980,1760,98028,43,0
"642",729.5,3,2,1660,1091,3,0,1,3,9,1530,130,98116,6,0
"643",430,3,2,2360,6699,2,0,0,3,7,2360,0,98065,18,0
"644",240,3,2,1760,6500,1,0,0,3,NA,1150,610,98038,34,0
"645",545,3,2,1680,6200,2,0,0,3,7,1680,0,98136,105,0
"646",530,3,2,1320,2500,1,0,0,3,7,870,450,98105,103,0
"647",157,1,1,870,26326,1,0,0,3,6,870,0,98198,82,NA
"648",425,4,1,1260,7645,2,0,0,3,6,1260,0,98146,96,0
"649",220,3,1,1000,6020,1,0,0,3,6,1000,0,98166,77,0
"650",521,4,2,2020,36400,1,0,0,4,8,1550,470,98077,45,0
"651",325,3,1,1920,6862,1,0,2,3,7,1120,800,98118,69,0
"652",597.5,3,2,2150,5400,2,0,0,4,7,1380,770,98126,110,0
"653",337,3,2,1470,3976,2,0,0,3,7,1470,0,98065,22,NA
"654",1000,3,2,3180,10492,2,0,2,3,10,3180,0,98052,30,0
"655",3070,3,2,3930,55867,1,1,4,4,8,2330,1600,98034,64,0
"656",495,3,1,990,6000,1,0,0,3,6,990,0,98105,78,0
"657",748,4,4,2770,3330,2,0,0,3,8,1970,800,98052,20,0
"658",888,3,2,1250,8710,1,0,0,4,7,1250,0,98004,68,0
"659",269.9,3,2,1140,22267,1,0,0,3,7,1140,0,98045,35,0
"660",496.5,4,2,2250,14440,1,0,0,3,7,1550,700,98027,54,0
"661",475,3,2,1640,5097,2,0,0,3,7,1640,0,98155,52,0
"662",312,3,2,1255,1374,3,0,0,3,7,1255,0,NA,17,0
"663",323,3,1,1290,12231,1,0,0,3,7,1290,0,98072,45,0
"664",331,3,2,1300,9079,1,0,0,3,7,1300,0,98059,35,0
"665",306,3,2,1220,1086,3,0,0,3,8,1220,0,98133,14,0
"666",655,4,2,2630,4000,3,0,0,3,8,2630,0,98117,19,0
"667",290,3,2,1950,15954,1,0,0,4,8,1950,0,98003,62,0
"668",1250,4,3,3160,5000,2,0,0,5,9,2360,800,98105,56,0
"669",460,3,2,1550,4708,1,0,0,4,7,860,690,98115,72,0
"670",435,4,2,1700,6380,1,0,0,4,7,850,850,98115,81,0
"671",664,4,3,2510,11880,1,0,0,5,8,1630,880,98006,43,0
"672",865,4,2,1800,4180,2,0,3,4,8,1800,0,98102,100,0
"673",385,3,2,1800,18000,1,0,0,3,8,1200,600,98058,53,NA
"674",497,3,2,1870,9315,1,0,0,3,7,1350,520,98034,46,0
"675",280,2,1,1010,3000,1,0,0,4,7,1010,0,98045,96,0
"676",188,2,2,1120,17487,1,0,0,3,6,1120,0,98178,97,0
"677",478.5,3,1,2090,4755,1,0,2,3,8,1200,890,98136,52,0
"678",1145,4,4,4370,18361,2,0,0,3,NA,4370,0,98065,20,0
"679",222,3,2,1440,7187,1,0,0,4,7,970,470,98023,40,0
"680",799,4,3,2580,209523,2,0,0,3,8,NA,0,98053,37,0
"681",609.9,4,2,3190,7399,2,0,0,3,10,3190,0,98038,15,0
"682",413,4,4,2380,5809,2,0,0,4,7,1750,NA,98106,26,0
"683",400,4,1,1420,4875,2,0,0,NA,7,1420,0,98115,91,0
"684",802.541,5,NA,2990,6768,2,0,0,3,9,2990,0,98006,7,0
"685",320,3,2,2680,7757,2,0,0,3,8,2680,0,98023,31,0
"686",507,4,2,2730,7649,2,0,0,3,7,2730,0,98065,15,0
"687",387.5,3,1,1220,8329,1,0,0,3,6,1220,0,98115,75,0
"688",396,3,1,1500,12616,1,0,0,3,7,1500,0,98072,54,0
"689",373,3,2,1830,NA,1,0,1,3,8,1430,400,98055,63,0
"690",1484.9,5,2,4570,19252,2,0,0,5,10,4570,0,98040,56,0
"691",359.9,4,2,2470,7698,2,0,0,3,8,2470,0,98058,38,NA
"692",410,2,1,800,4342,1,0,0,3,6,670,NA,98115,94,0
"693",690,4,2,2900,23488,2,0,0,3,9,2900,0,98053,29,0
"694",245,3,2,1410,5760,1,0,0,3,7,1410,0,98030,36,0
"695",700,5,2,2830,25958,1,0,1,5,8,1610,1220,98075,42,0
"696",268,4,2,1680,9966,1,0,0,3,7,1100,580,98198,44,0
"697",225,3,2,1760,26055,1,0,0,3,7,920,840,98042,42,0
"698",980,4,2,2240,11034,2,0,0,3,8,2240,0,98004,45,0
"699",795,2,1,1380,5000,2,0,2,3,5,1380,0,98106,116,0
"700",195,2,1,820,5100,1,0,0,3,6,NA,0,98118,68,0
"701",480,4,2,2180,10575,1,0,0,2,6,1730,450,98005,71,0
"702",485,4,2,1400,3600,1,0,0,3,7,1100,300,98119,121,0
"703",130,2,1,880,9000,1,0,0,3,5,880,0,98188,93,0
"704",325,2,1,1060,5703,1,0,2,4,6,1060,0,98198,75,0
"705",440,3,2,1530,7245,1,0,0,4,7,1530,0,98034,37,0
"706",550,4,2,2480,14782,1,0,3,3,8,1460,1020,98155,63,0
"707",310,3,2,1490,7150,1,0,0,5,6,1490,0,98059,54,0
"708",530,3,2,3660,39478,2,0,2,4,NA,3260,400,98022,32,0
"709",390,4,2,2340,8548,2,0,0,3,8,2340,0,98031,28,0
"710",243,3,2,1450,12125,1,0,0,4,7,1450,0,98001,40,0
"711",639,4,2,NA,9875,2,0,0,3,9,2210,0,98074,31,0
"712",215,4,1,1130,7400,1,0,0,4,7,1130,0,98003,52,0
"713",405,5,2,1550,10500,1,0,0,3,7,1100,450,98011,60,0
"714",250,4,2,1710,7140,1,0,0,5,7,1010,700,98032,53,0
"715",405.5,3,2,1010,8108,1,0,0,NA,7,1010,0,98155,67,0
"716",452,6,NA,2660,13579,2,0,0,3,7,2660,0,98125,84,1
"717",730,6,2,2660,13579,2,0,0,3,7,2660,0,98125,84,1
"718",267,3,2,1300,9644,NA,0,0,3,7,1300,0,98010,27,0
"719",289.95,3,2,1670,6186,2,0,0,3,7,1670,0,98038,19,0
"720",565,2,1,960,4080,1,0,0,5,7,960,0,98103,110,NA
"721",1578,4,3,4670,51836,2,0,0,4,12,4670,0,98005,33,0
"722",636,3,2,2140,2770,2,0,0,3,8,1770,370,98052,14,0
"723",350,5,3,2520,5500,1,0,0,3,8,1550,970,NA,17,0
"724",320,3,2,1650,9380,1,0,0,5,7,1130,520,98058,43,0
"725",210,2,NA,1440,5680,1,0,0,4,8,1440,0,98198,43,0
"726",245,2,1,1050,5900,1,0,0,3,7,1050,0,NA,71,0
"727",328,3,2,1470,7650,1,0,0,3,7,1130,340,98059,38,0
"728",985,4,2,4230,37769,2,0,0,3,11,NA,0,98077,32,0
"729",501,3,2,1970,7972,1,0,3,5,8,1370,600,98055,45,0
"730",315,3,2,1540,17424,2,0,0,3,7,1540,0,98045,29,0
"731",403,3,3,2090,8354,2,0,0,3,8,2090,0,98019,9,NA
"732",550,3,2,2380,17950,2,0,NA,4,8,2110,270,98155,87,0
"733",347.5,4,2,2156,3562,2,0,0,3,9,2156,0,98030,9,0
"734",365,4,2,2070,8893,2,0,0,4,8,2070,0,98058,35,0
"735",588,3,1,1910,8167,1,0,0,4,8,1270,640,98117,70,0
"736",605,3,2,1920,7400,1,0,0,4,NA,1260,660,98006,44,0
"737",1300,3,NA,3400,5979,2,0,0,4,9,2290,1110,98105,84,0
